标签文件,类别,问题,细节
frame1_004876.txt,称重清零,R1静置误标(附近无人),person数=0
frame1_004876.txt,称重清零,R4连拍重复,与frame1_004875.txt几乎同框
frame1_004877.txt,称重清零,R1静置误标(附近无人),person数=1
frame1_004877.txt,称重清零,R4连拍重复,与frame1_004876.txt几乎同框
frame1_004878.txt,称重清零,R4连拍重复,与frame1_004877.txt几乎同框
frame1_004879.txt,称重清零,R4连拍重复,与frame1_004878.txt几乎同框
frame1_004880.txt,称重清零,R4连拍重复,与frame1_004879.txt几乎同框
frame1_004881.txt,称重清零,R4连拍重复,与frame1_004880.txt几乎同框
frame1_004882.txt,称重清零,R4连拍重复,与frame1_004881.txt几乎同框
frame1_004885.txt,称重清零,R4连拍重复,与frame1_004884.txt几乎同框
frame1_004886.txt,称重清零,R4连拍重复,与frame1_004885.txt几乎同框
frame1_004909.txt,舀料,R1静置误标(附近无人),person数=1
frame1_004910.txt,舀料,R1静置误标(附近无人),person数=0
frame3_000052.txt,舀料,R1静置误标(附近无人),person数=2
frame3_000052.txt,舀料,R2框太小,w=0.035 h=0.155
frame3_000053.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000054.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000056.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000057.txt,舀料,R1静置误标(附近无人),person数=2
frame3_000058.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000058.txt,舀料,R2框太小,w=0.032 h=0.166
frame3_000059.txt,舀料,R1静置误标(附近无人),person数=0
frame3_000060.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000061.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000062.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000063.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000064.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000065.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000066.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000068.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000069.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000070.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000070.txt,装杯,R4连拍重复,与frame3_000069.txt几乎同框
frame3_000071.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000154.txt,称重清零,R4连拍重复,与frame3_000153.txt几乎同框
frame3_000155.txt,称重清零,R4连拍重复,与frame3_000154.txt几乎同框
frame3_000156.txt,称重清零,R4连拍重复,与frame3_000155.txt几乎同框
frame3_000157.txt,称重清零,R4连拍重复,与frame3_000156.txt几乎同框
frame3_000179.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000180.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000181.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000183.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000184.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000184.txt,装杯,R4连拍重复,与frame3_000180.txt几乎同框
frame3_000185.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000186.txt,舀料,R2框太小,w=0.035 h=0.184
frame3_000189.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000190.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000191.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000192.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000194.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000196.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000197.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000198.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000199.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000210.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000210.txt,舀料,R2框太小,w=0.034 h=0.176
frame3_000211.txt,舀料,R2框太小,w=0.030 h=0.175
frame3_000212.txt,舀料,R2框太小,w=0.033 h=0.179
frame3_000216.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000217.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000218.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000502.txt,称重清零,R1静置误标(附近无人),person数=0
frame3_000503.txt,称重清零,R1静置误标(附近无人),person数=0
frame3_000503.txt,称重清零,R4连拍重复,与frame3_000502.txt几乎同框
frame3_000504.txt,称重清零,R1静置误标(附近无人),person数=0
frame3_000504.txt,称重清零,R4连拍重复,与frame3_000503.txt几乎同框
frame3_000505.txt,称重清零,R4连拍重复,与frame3_000504.txt几乎同框
frame3_000506.txt,称重清零,R1静置误标(附近无人),person数=1
frame3_000506.txt,称重清零,R4连拍重复,与frame3_000505.txt几乎同框
frame3_000507.txt,称重清零,R1静置误标(附近无人),person数=0
frame3_000507.txt,称重清零,R4连拍重复,与frame3_000506.txt几乎同框
frame3_000514.txt,舀料,R2框太小,w=0.035 h=0.167
frame3_000519.txt,舀料,R1静置误标(附近无人),person数=2
frame3_000519.txt,舀料,R2框太小,w=0.035 h=0.188
frame3_000520.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000521.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000522.txt,舀料,R1静置误标(附近无人),person数=0
frame3_000522.txt,舀料,R2框太小,w=0.033 h=0.164
frame3_000523.txt,舀料,R1静置误标(附近无人),person数=0
frame3_000523.txt,舀料,R2框太小,w=0.032 h=0.158
frame3_000524.txt,舀料,R2框太小,w=0.031 h=0.157
frame3_000527.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000528.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000529.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000530.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000531.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000532.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000533.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000534.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000535.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000536.txt,舀料,R2框太小,w=0.033 h=0.175
frame3_000537.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000538.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000539.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000540.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000541.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000542.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000543.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000544.txt,舀料,R1静置误标(附近无人),person数=0
frame3_000545.txt,舀料,R2框太小,w=0.034 h=0.148
frame3_000546.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000571.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000571.txt,舀料,R2框太小,w=0.032 h=0.138
frame3_000572.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000573.txt,舀料,R1静置误标(附近无人),person数=0
frame3_000573.txt,舀料,R2框太小,w=0.027 h=0.208
frame3_000577.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000578.txt,装杯,R1静置误标(附近无人),person数=2
frame3_000579.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000580.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000601.txt,加钢脚水泥,R4连拍重复,与frame3_000600.txt几乎同框
frame3_000602.txt,加钢脚水泥,R4连拍重复,与frame3_000601.txt几乎同框
frame3_000603.txt,加钢脚水泥,R4连拍重复,与frame3_000602.txt几乎同框
frame3_000605.txt,加钢脚水泥,R4连拍重复,与frame3_000604.txt几乎同框
frame3_000606.txt,加钢脚水泥,R4连拍重复,与frame3_000605.txt几乎同框
frame3_000607.txt,加钢脚水泥,R4连拍重复,与frame3_000606.txt几乎同框
frame3_000608.txt,加钢脚水泥,R4连拍重复,与frame3_000607.txt几乎同框
frame3_000609.txt,加钢脚水泥,R4连拍重复,与frame3_000608.txt几乎同框
frame3_000610.txt,加钢脚水泥,R4连拍重复,与frame3_000609.txt几乎同框
frame3_000611.txt,加钢脚水泥,R4连拍重复,与frame3_000610.txt几乎同框
frame3_000612.txt,加钢脚水泥,R4连拍重复,与frame3_000611.txt几乎同框
frame3_000613.txt,加钢脚水泥,R4连拍重复,与frame3_000612.txt几乎同框
frame3_000614.txt,加钢脚水泥,R4连拍重复,与frame3_000613.txt几乎同框
frame3_000615.txt,加钢脚水泥,R4连拍重复,与frame3_000614.txt几乎同框
frame3_000616.txt,加钢脚水泥,R4连拍重复,与frame3_000615.txt几乎同框
frame3_000617.txt,加钢脚水泥,R4连拍重复,与frame3_000616.txt几乎同框
frame3_000618.txt,加钢脚水泥,R4连拍重复,与frame3_000617.txt几乎同框
frame3_000815.txt,称重清零,R4连拍重复,与frame3_000814.txt几乎同框
frame3_000816.txt,称重清零,R1静置误标(附近无人),person数=0
frame3_000816.txt,称重清零,R4连拍重复,与frame3_000815.txt几乎同框
frame3_000817.txt,称重清零,R1静置误标(附近无人),person数=0
frame3_000817.txt,称重清零,R4连拍重复,与frame3_000816.txt几乎同框
frame3_000818.txt,称重清零,R1静置误标(附近无人),person数=0
frame3_000818.txt,称重清零,R4连拍重复,与frame3_000817.txt几乎同框
frame3_000819.txt,称重清零,R1静置误标(附近无人),person数=0
frame3_000819.txt,称重清零,R4连拍重复,与frame3_000818.txt几乎同框
frame3_000820.txt,称重清零,R1静置误标(附近无人),person数=0
frame3_000820.txt,称重清零,R4连拍重复,与frame3_000819.txt几乎同框
frame3_000821.txt,称重清零,R4连拍重复,与frame3_000820.txt几乎同框
frame3_000833.txt,舀料,R2框太小,w=0.035 h=0.181
frame3_000834.txt,舀料,R2框太小,w=0.030 h=0.172
frame3_000842.txt,舀料,R2框太小,w=0.027 h=0.154
frame3_000843.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000843.txt,舀料,R2框太小,w=0.031 h=0.185
frame3_000844.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000844.txt,装杯,R4连拍重复,与frame3_000839.txt几乎同框
frame3_000846.txt,舀料,R1静置误标(附近无人),person数=0
frame3_000847.txt,舀料,R2框太小,w=0.035 h=0.182
frame3_000848.txt,舀料,R2框太小,w=0.034 h=0.172
frame3_000849.txt,舀料,R1静置误标(附近无人),person数=1
frame3_000850.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000851.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000853.txt,装杯,R4连拍重复,与frame3_000852.txt几乎同框
frame3_000858.txt,舀料,R2框太小,w=0.030 h=0.149
frame3_000865.txt,装杯,R4连拍重复,与frame3_000864.txt几乎同框
frame3_000867.txt,装杯,R1静置误标(附近无人),person数=0
frame3_000868.txt,装杯,R1静置误标(附近无人),person数=1
frame3_000903.txt,加钢脚水泥,R1静置误标(附近无人),person数=0
frame3_000904.txt,加钢脚水泥,R1静置误标(附近无人),person数=0
frame3_000906.txt,加钢脚水泥,R4连拍重复,与frame3_000905.txt几乎同框
frame3_000907.txt,加钢脚水泥,R4连拍重复,与frame3_000906.txt几乎同框
frame3_000908.txt,加钢脚水泥,R4连拍重复,与frame3_000907.txt几乎同框
frame3_000909.txt,加钢脚水泥,R4连拍重复,与frame3_000908.txt几乎同框
frame3_000910.txt,加钢脚水泥,R4连拍重复,与frame3_000909.txt几乎同框
frame3_000911.txt,加钢脚水泥,R4连拍重复,与frame3_000910.txt几乎同框
frame3_000912.txt,加钢脚水泥,R4连拍重复,与frame3_000911.txt几乎同框
frame3_000913.txt,加钢脚水泥,R4连拍重复,与frame3_000912.txt几乎同框
frame3_000914.txt,加钢脚水泥,R4连拍重复,与frame3_000913.txt几乎同框
frame3_000915.txt,加钢脚水泥,R4连拍重复,与frame3_000914.txt几乎同框
frame3_000916.txt,加钢脚水泥,R4连拍重复,与frame3_000915.txt几乎同框
frame3_000917.txt,加钢脚水泥,R4连拍重复,与frame3_000916.txt几乎同框
frame3_000918.txt,加钢脚水泥,R4连拍重复,与frame3_000917.txt几乎同框
frame3_000919.txt,加钢脚水泥,R4连拍重复,与frame3_000918.txt几乎同框
frame3_000920.txt,加钢脚水泥,R4连拍重复,与frame3_000919.txt几乎同框
frame3_000921.txt,加钢脚水泥,R4连拍重复,与frame3_000920.txt几乎同框
frame3_000922.txt,加钢脚水泥,R4连拍重复,与frame3_000921.txt几乎同框
frame3_000924.txt,加钢脚水泥,R4连拍重复,与frame3_000923.txt几乎同框
frame3_000925.txt,加钢脚水泥,R4连拍重复,与frame3_000924.txt几乎同框
frame3_000926.txt,加钢脚水泥,R4连拍重复,与frame3_000925.txt几乎同框
frame3_001129.txt,称重清零,R4连拍重复,与frame3_001128.txt几乎同框
frame3_001130.txt,称重清零,R4连拍重复,与frame3_001129.txt几乎同框
frame3_001131.txt,称重清零,R4连拍重复,与frame3_001130.txt几乎同框
frame3_001132.txt,称重清零,R4连拍重复,与frame3_001131.txt几乎同框
frame3_001133.txt,称重清零,R4连拍重复,与frame3_001132.txt几乎同框
frame3_001134.txt,称重清零,R4连拍重复,与frame3_001133.txt几乎同框
frame3_001135.txt,称重清零,R4连拍重复,与frame3_001134.txt几乎同框
frame3_001136.txt,称重清零,R4连拍重复,与frame3_001135.txt几乎同框
frame3_001137.txt,称重清零,R4连拍重复,与frame3_001136.txt几乎同框
frame3_001138.txt,称重清零,R4连拍重复,与frame3_001137.txt几乎同框
frame3_001139.txt,称重清零,R4连拍重复,与frame3_001138.txt几乎同框
frame3_001140.txt,称重清零,R4连拍重复,与frame3_001139.txt几乎同框
frame3_001141.txt,称重清零,R1静置误标(附近无人),person数=1
frame3_001141.txt,称重清零,R4连拍重复,与frame3_001140.txt几乎同框
frame3_001149.txt,舀料,R1静置误标(附近无人),person数=1
frame3_001166.txt,装杯,R1静置误标(附近无人),person数=2
frame3_001167.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001168.txt,舀料,R1静置误标(附近无人),person数=1
frame3_001169.txt,舀料,R1静置误标(附近无人),person数=1
frame3_001172.txt,舀料,R1静置误标(附近无人),person数=1
frame3_001173.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001173.txt,装杯,R4连拍重复,与frame3_001167.txt几乎同框
frame3_001174.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001176.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001181.txt,舀料,R1静置误标(附近无人),person数=2
frame3_001181.txt,舀料,R2框太小,w=0.033 h=0.170
frame3_001182.txt,装杯,R1静置误标(附近无人),person数=3
frame3_001186.txt,装杯,R1静置误标(附近无人),person数=2
frame3_001190.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001415.txt,称重清零,R4连拍重复,与frame3_001414.txt几乎同框
frame3_001416.txt,称重清零,R4连拍重复,与frame3_001415.txt几乎同框
frame3_001417.txt,称重清零,R4连拍重复,与frame3_001416.txt几乎同框
frame3_001418.txt,称重清零,R4连拍重复,与frame3_001417.txt几乎同框
frame3_001419.txt,称重清零,R4连拍重复,与frame3_001418.txt几乎同框
frame3_001420.txt,称重清零,R4连拍重复,与frame3_001419.txt几乎同框
frame3_001421.txt,称重清零,R4连拍重复,与frame3_001420.txt几乎同框
frame3_001422.txt,称重清零,R1静置误标(附近无人),person数=1
frame3_001422.txt,称重清零,R4连拍重复,与frame3_001421.txt几乎同框
frame3_001423.txt,称重清零,R4连拍重复,与frame3_001422.txt几乎同框
frame3_001424.txt,称重清零,R1静置误标(附近无人),person数=0
frame3_001424.txt,称重清零,R4连拍重复,与frame3_001423.txt几乎同框
frame3_001425.txt,称重清零,R4连拍重复,与frame3_001424.txt几乎同框
frame3_001426.txt,称重清零,R4连拍重复,与frame3_001425.txt几乎同框
frame3_001427.txt,称重清零,R4连拍重复,与frame3_001426.txt几乎同框
frame3_001431.txt,舀料,R2框太小,w=0.032 h=0.152
frame3_001432.txt,舀料,R2框太小,w=0.030 h=0.165
frame3_001433.txt,舀料,R2框太小,w=0.029 h=0.156
frame3_001439.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001440.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001441.txt,舀料,R1静置误标(附近无人),person数=0
frame3_001442.txt,舀料,R1静置误标(附近无人),person数=0
frame3_001443.txt,舀料,R1静置误标(附近无人),person数=0
frame3_001444.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001445.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001446.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001447.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001448.txt,舀料,R1静置误标(附近无人),person数=0
frame3_001450.txt,舀料,R1静置误标(附近无人),person数=0
frame3_001450.txt,舀料,R2框太小,w=0.033 h=0.164
frame3_001451.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001452.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001453.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001454.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001456.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001457.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001460.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001461.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001495.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001496.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001496.txt,加钢脚水泥,R4连拍重复,与frame3_001495.txt几乎同框
frame3_001497.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001497.txt,加钢脚水泥,R4连拍重复,与frame3_001496.txt几乎同框
frame3_001498.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001498.txt,加钢脚水泥,R4连拍重复,与frame3_001497.txt几乎同框
frame3_001499.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001500.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001500.txt,加钢脚水泥,R4连拍重复,与frame3_001499.txt几乎同框
frame3_001501.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001501.txt,加钢脚水泥,R4连拍重复,与frame3_001500.txt几乎同框
frame3_001502.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001502.txt,加钢脚水泥,R4连拍重复,与frame3_001501.txt几乎同框
frame3_001503.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001503.txt,加钢脚水泥,R4连拍重复,与frame3_001502.txt几乎同框
frame3_001504.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001504.txt,加钢脚水泥,R4连拍重复,与frame3_001503.txt几乎同框
frame3_001505.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001505.txt,加钢脚水泥,R4连拍重复,与frame3_001504.txt几乎同框
frame3_001506.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001506.txt,加钢脚水泥,R4连拍重复,与frame3_001505.txt几乎同框
frame3_001507.txt,加钢脚水泥,R2框太小,w=0.035 h=0.127
frame3_001507.txt,加钢脚水泥,R4连拍重复,与frame3_001506.txt几乎同框
frame3_001684.txt,称重清零,R4连拍重复,与frame3_001427.txt几乎同框
frame3_001685.txt,称重清零,R4连拍重复,与frame3_001684.txt几乎同框
frame3_001686.txt,称重清零,R4连拍重复,与frame3_001685.txt几乎同框
frame3_001687.txt,称重清零,R4连拍重复,与frame3_001686.txt几乎同框
frame3_001688.txt,称重清零,R4连拍重复,与frame3_001687.txt几乎同框
frame3_001689.txt,称重清零,R4连拍重复,与frame3_001688.txt几乎同框
frame3_001698.txt,舀料,R1静置误标(附近无人),person数=0
frame3_001699.txt,舀料,R1静置误标(附近无人),person数=0
frame3_001708.txt,舀料,R2框太小,w=0.033 h=0.169
frame3_001713.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001714.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001715.txt,装杯,R1静置误标(附近无人),person数=2
frame3_001716.txt,舀料,R1静置误标(附近无人),person数=2
frame3_001718.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001718.txt,装杯,R4连拍重复,与frame3_001715.txt几乎同框
frame3_001719.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001720.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001721.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001722.txt,舀料,R1静置误标(附近无人),person数=1
frame3_001723.txt,舀料,R1静置误标(附近无人),person数=1
frame3_001724.txt,舀料,R1静置误标(附近无人),person数=1
frame3_001725.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001726.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001727.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001727.txt,装杯,R4连拍重复,与frame3_001726.txt几乎同框
frame3_001728.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001730.txt,装杯,R1静置误标(附近无人),person数=0
frame3_001731.txt,舀料,R1静置误标(附近无人),person数=1
frame3_001733.txt,舀料,R1静置误标(附近无人),person数=1
frame3_001735.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001736.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001738.txt,装杯,R1静置误标(附近无人),person数=1
frame3_001789.txt,加钢脚水泥,R2框太小,w=0.032 h=0.118
frame3_001790.txt,加钢脚水泥,R2框太小,w=0.031 h=0.115
frame3_001792.txt,加钢脚水泥,R2框太小,w=0.033 h=0.115
frame3_001793.txt,加钢脚水泥,R2框太小,w=0.031 h=0.125
frame3_001795.txt,加钢脚水泥,R4连拍重复,与frame3_001794.txt几乎同框
frame3_001796.txt,加钢脚水泥,R4连拍重复,与frame3_001795.txt几乎同框
frame3_001797.txt,加钢脚水泥,R4连拍重复,与frame3_001796.txt几乎同框
frame3_001798.txt,加钢脚水泥,R4连拍重复,与frame3_001797.txt几乎同框
frame3_001799.txt,加钢脚水泥,R4连拍重复,与frame3_001798.txt几乎同框
frame3_001800.txt,加钢脚水泥,R4连拍重复,与frame3_001799.txt几乎同框
frame3_001801.txt,加钢脚水泥,R4连拍重复,与frame3_001800.txt几乎同框
frame3_001802.txt,加钢脚水泥,R4连拍重复,与frame3_001801.txt几乎同框
frame3_001803.txt,加钢脚水泥,R4连拍重复,与frame3_001802.txt几乎同框
frame4_000335.txt,称重清零,R1静置误标(附近无人),person数=1
frame4_000370.txt,舀料,R1静置误标(附近无人),person数=0
frame4_000400.txt,装杯,R1静置误标(附近无人),person数=2
frame4_000453.txt,加钢脚水泥,R2框太小,w=0.034 h=0.103
frame4_000454.txt,加钢脚水泥,R2框太小,w=0.034 h=0.112
frame4_000456.txt,加钢脚水泥,R2框太小,w=0.029 h=0.109
frame4_000457.txt,加钢脚水泥,R2框太小,w=0.031 h=0.104
frame4_000458.txt,加钢脚水泥,R2框太小,w=0.030 h=0.094
frame4_000771.txt,装杯,R1静置误标(附近无人),person数=0
frame4_000782.txt,舀料,R4连拍重复,与frame4_000781.txt几乎同框
frame4_000834.txt,加钢脚水泥,R2框太小,w=0.034 h=0.104
frame4_001155.txt,舀料,R4连拍重复,与frame4_001154.txt几乎同框
frame4_001156.txt,舀料,R1静置误标(附近无人),person数=1
frame4_001238.txt,加钢脚水泥,R2框太小,w=0.034 h=0.090
frame4_001239.txt,加钢脚水泥,R2框太小,w=0.030 h=0.092
frame4_001241.txt,加钢脚水泥,R2框太小,w=0.031 h=0.095
frame4_001242.txt,加钢脚水泥,R2框太小,w=0.033 h=0.090
frame4_001243.txt,加钢脚水泥,R2框太小,w=0.030 h=0.086
frame4_001244.txt,加钢脚水泥,R2框太小,w=0.030 h=0.084
frame4_001464.txt,舀料,R4连拍重复,与frame4_001463.txt几乎同框
frame4_001466.txt,舀料,R1静置误标(附近无人),person数=1
frame4_001469.txt,舀料,R1静置误标(附近无人),person数=1
frame4_001476.txt,装杯,R4连拍重复,与frame4_001475.txt几乎同框
frame4_001533.txt,加钢脚水泥,R2框太小,w=0.028 h=0.096
frame4_001534.txt,加钢脚水泥,R2框太小,w=0.032 h=0.099
frame4_001535.txt,加钢脚水泥,R2框太小,w=0.032 h=0.100
frame4_001535.txt,加钢脚水泥,R4连拍重复,与frame4_001534.txt几乎同框
frame4_001536.txt,加钢脚水泥,R2框太小,w=0.032 h=0.097
frame4_001537.txt,加钢脚水泥,R2框太小,w=0.030 h=0.094
frame4_001538.txt,加钢脚水泥,R2框太小,w=0.035 h=0.081
frame4_001539.txt,加钢脚水泥,R2框太小,w=0.032 h=0.080
frame4_001764.txt,舀料,R4连拍重复,与frame4_001763.txt几乎同框
frame4_001775.txt,装杯,R1静置误标(附近无人),person数=2
frame4_001779.txt,舀料,R1静置误标(附近无人),person数=1
frame4_001784.txt,舀料,R1静置误标(附近无人),person数=2
frame4_001792.txt,装杯,R1静置误标(附近无人),person数=2
frame4_001804.txt,舀料,R4连拍重复,与frame4_001803.txt几乎同框
frame4_001805.txt,舀料,R1静置误标(附近无人),person数=3
frame4_001805.txt,舀料,R4连拍重复,与frame4_001804.txt几乎同框
frame4_001815.txt,装杯,R1静置误标(附近无人),person数=3
frame4_001828.txt,装杯,R1静置误标(附近无人),person数=1
frame4_001857.txt,加钢脚水泥,R2框太小,w=0.034 h=0.102
frame4_001858.txt,加钢脚水泥,R2框太小,w=0.033 h=0.099
frame4_001859.txt,加钢脚水泥,R2框太小,w=0.030 h=0.086
frame4_001860.txt,加钢脚水泥,R2框太小,w=0.029 h=0.098
frame4_001874.txt,加钢脚水泥,R2框太小,w=0.034 h=0.079
frame4_001875.txt,加钢脚水泥,R2框太小,w=0.032 h=0.085
frame4_002079.txt,舀料,R1静置误标(附近无人),person数=0
frame4_002092.txt,装杯,R1静置误标(附近无人),person数=1
frame4_002577.txt,装杯,R4连拍重复,与frame4_002576.txt几乎同框
frame4_002580.txt,装杯,R4连拍重复,与frame4_002579.txt几乎同框
frame4_002582.txt,装杯,R4连拍重复,与frame4_002581.txt几乎同框
frame4_002587.txt,装杯,R4连拍重复,与frame4_002586.txt几乎同框
frame4_002589.txt,装杯,R4连拍重复,与frame4_002588.txt几乎同框
frame4_002591.txt,装杯,R4连拍重复,与frame4_002590.txt几乎同框
frame4_002592.txt,装杯,R4连拍重复,与frame4_002591.txt几乎同框
frame4_002593.txt,装杯,R4连拍重复,与frame4_002592.txt几乎同框
frame4_002596.txt,装杯,R4连拍重复,与frame4_002594.txt几乎同框
frame4_002640.txt,加钢脚水泥,R2框太小,w=0.032 h=0.085
frame4_002641.txt,加钢脚水泥,R2框太小,w=0.028 h=0.084
frame4_002642.txt,加钢脚水泥,R2框太小,w=0.033 h=0.080
frame4_002643.txt,加钢脚水泥,R2框太小,w=0.027 h=0.082
frame4_002644.txt,加钢脚水泥,R2框太小,w=0.033 h=0.079
frame4_002647.txt,加钢脚水泥,R2框太小,w=0.030 h=0.089
frame4_002648.txt,加钢脚水泥,R2框太小,w=0.031 h=0.081
frame4_002649.txt,加钢脚水泥,R2框太小,w=0.031 h=0.087
frame4_002893.txt,装杯,R4连拍重复,与frame4_002892.txt几乎同框
frame4_002895.txt,装杯,R4连拍重复,与frame4_002894.txt几乎同框
frame4_002897.txt,装杯,R4连拍重复,与frame4_002896.txt几乎同框
frame4_003063.txt,加钢脚水泥,R2框太小,w=0.031 h=0.081
frame4_003064.txt,加钢脚水泥,R2框太小,w=0.032 h=0.081
frame4_003065.txt,加钢脚水泥,R2框太小,w=0.030 h=0.091
frame4_003066.txt,加钢脚水泥,R2框太小,w=0.028 h=0.087
frame4_003067.txt,加钢脚水泥,R2框太小,w=0.027 h=0.092
frame4_003068.txt,加钢脚水泥,R2框太小,w=0.028 h=0.093
frame4_003068.txt,加钢脚水泥,R4连拍重复,与frame4_003067.txt几乎同框
frame4_003069.txt,加钢脚水泥,R2框太小,w=0.034 h=0.089
frame4_003071.txt,加钢脚水泥,R2框太小,w=0.029 h=0.092
